ID,brand,name,category,description,ingredients,price_rsd,shade
12341,Cosmetica,Velvet Touch Lipstick,cc cream,High coverage and lightweight feel. Moisturizing texture with natural finish.,"glycerin, vitamin e, dimethicone, titanium dioxide, cetearyl alcohol",2729,
12342,BeautyPro,Radiant Glow Blush,cc cream,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"aloe vera extract, glycerin, vitamin e, cetearyl alcohol, niacinamide",6120,
12343,LuxeSkin,PureMatte Foundation,cc cream,"High coverage and lightweight feel. Soft, creamy formula suitable for all skin types.","iron oxides, panthenol, glycerin, cetyl alcohol, aloe vera extract",4494,
12344,Glamora,SilkySmooth Mascara,cc cream,Infused with nourishing ingredients for radiant look. Intense color payoff with easy blendability.,"niacinamide, panthenol, glycerin, aloe vera extract, shea butter",3059,
12345,ColorMuse,SoftBlend Eyeshadow,cc cream,Long-lasting formula with smooth application. Infused with nourishing ingredients for radiant look.,"hyaluronic acid, water, dimethicone, mica, silica",5778,
12346,SkinTone,HydraWear Concealer,cc cream,Moisturizing texture with natural finish. High coverage and lightweight feel.,"tocopherol, titanium dioxide, cetearyl alcohol, vitamin e, cetyl alcohol",7863,
12347,FaceCraft,ShineLess Powder,cc cream,Long-lasting formula with smooth application. Matte effect that lasts all day.,"hyaluronic acid, panthenol, glycerin, mica, cetyl alcohol",4820,
12348,AuraBeauty,CloudTint Cream Blush,cc cream,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"aloe vera extract, water, hyaluronic acid, shea butter, cetearyl alcohol",6457,
12349,ProLuxe,LashLift Mascara,cc cream,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"silica, vitamin e, cetyl alcohol, water, shea butter",4683,
12350,MakeUpArt,NudeBloom Lip Gloss,cc cream,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"vitamin e, silica, hyaluronic acid, aloe vera extract, cetyl alcohol",6814,
12351,Cosmetica,Velvet Touch Lipstick,cc cream,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","silica, mica, hyaluronic acid, water, iron oxides",3741,
12352,BeautyPro,Radiant Glow Blush,cc cream,Moisturizing texture with natural finish. Buildable coverage and comfortable wear all day.,"niacinamide, hyaluronic acid, cetyl alcohol, iron oxides, tocopherol",7460,
12353,LuxeSkin,PureMatte Foundation,cc cream,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"cetearyl alcohol, glycerin, titanium dioxide, tocopherol, hyaluronic acid",3348,
12354,Glamora,SilkySmooth Mascara,cc cream,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"silica, titanium dioxide, mica, glycerin, panthenol",1582,
12355,ColorMuse,SoftBlend Eyeshadow,cc cream,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"glycerin, aloe vera extract, dimethicone, iron oxides, water",324,
12356,SkinTone,HydraWear Concealer,cc cream,"Soft, creamy formula suitable for all skin types. Moisturizing texture with natural finish.","aloe vera extract, cetearyl alcohol, water, shea butter, mica",8619,
12357,FaceCraft,ShineLess Powder,cc cream,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"glycerin, titanium dioxide, niacinamide, cetyl alcohol, iron oxides",8067,
12358,AuraBeauty,CloudTint Cream Blush,cc cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","cetearyl alcohol, niacinamide, hyaluronic acid, iron oxides, silica",5951,
12359,ProLuxe,LashLift Mascara,cc cream,Infused with nourishing ingredients for radiant look. Intense color payoff with easy blendability.,"iron oxides, cetearyl alcohol, titanium dioxide, tocopherol, niacinamide",1777,
12360,MakeUpArt,NudeBloom Lip Gloss,cc cream,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","vitamin e, panthenol, niacinamide, water, glycerin",8121,
12361,Cosmetica,Velvet Touch Lipstick,cc cream,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","iron oxides, hyaluronic acid, panthenol, vitamin e, silica",402,
12362,BeautyPro,Radiant Glow Blush,cc cream,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"hyaluronic acid, water, cetyl alcohol, titanium dioxide, niacinamide",4202,
12363,LuxeSkin,PureMatte Foundation,cc cream,Intense color payoff with easy blendability. Matte effect that lasts all day.,"cetearyl alcohol, glycerin, niacinamide, titanium dioxide, mica",6523,
12364,Glamora,SilkySmooth Mascara,cc cream,Long-lasting formula with smooth application. Infused with nourishing ingredients for radiant look.,"mica, cetearyl alcohol, dimethicone, shea butter, hyaluronic acid",6944,
12365,ColorMuse,SoftBlend Eyeshadow,cc cream,Long-lasting formula with smooth application. Intense color payoff with easy blendability.,"iron oxides, water, aloe vera extract, panthenol, shea butter",4120,
12366,SkinTone,HydraWear Concealer,cc cream,Matte effect that lasts all day. Intense color payoff with easy blendability.,"water, hyaluronic acid, tocopherol, cetyl alcohol, niacinamide",5642,
12367,FaceCraft,ShineLess Powder,cc cream,Moisturizing texture with natural finish. Long-lasting formula with smooth application.,"iron oxides, hyaluronic acid, vitamin e, silica, tocopherol",5900,
12368,AuraBeauty,CloudTint Cream Blush,cc cream,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"hyaluronic acid, niacinamide, shea butter, cetyl alcohol, glycerin",1944,
12369,ProLuxe,LashLift Mascara,cc cream,High coverage and lightweight feel. Buildable coverage and comfortable wear all day.,"dimethicone, aloe vera extract, glycerin, cetyl alcohol, vitamin e",6137,
12370,MakeUpArt,NudeBloom Lip Gloss,cc cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","dimethicone, cetearyl alcohol, silica, mica, cetyl alcohol",683,
12371,Cosmetica,Velvet Touch Lipstick,cc cream,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"vitamin e, cetearyl alcohol, glycerin, mica, tocopherol",1800,
12372,BeautyPro,Radiant Glow Blush,cc cream,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"mica, cetearyl alcohol, water, aloe vera extract, niacinamide",5570,
12373,LuxeSkin,PureMatte Foundation,cc cream,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"hyaluronic acid, tocopherol, dimethicone, glycerin, titanium dioxide",3767,
12374,Glamora,SilkySmooth Mascara,cc cream,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","silica, panthenol, glycerin, hyaluronic acid, dimethicone",6747,
12375,ColorMuse,SoftBlend Eyeshadow,cc cream,Infused with nourishing ingredients for radiant look. Intense color payoff with easy blendability.,"shea butter, tocopherol, water, hyaluronic acid, mica",8807,
12376,SkinTone,HydraWear Concealer,cc cream,Intense color payoff with easy blendability. Matte effect that lasts all day.,"silica, water, aloe vera extract, iron oxides, cetearyl alcohol",317,
12377,FaceCraft,ShineLess Powder,cc cream,Long-lasting formula with smooth application. Intense color payoff with easy blendability.,"hyaluronic acid, water, glycerin, titanium dioxide, panthenol",8070,
12378,AuraBeauty,CloudTint Cream Blush,cc cream,Moisturizing texture with natural finish. Buildable coverage and comfortable wear all day.,"water, vitamin e, tocopherol, shea butter, iron oxides",1984,
12379,ProLuxe,LashLift Mascara,cc cream,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","panthenol, cetyl alcohol, aloe vera extract, cetearyl alcohol, titanium dioxide",5286,
12380,MakeUpArt,NudeBloom Lip Gloss,cc cream,Matte effect that lasts all day. Buildable coverage and comfortable wear all day.,"panthenol, tocopherol, titanium dioxide, glycerin, vitamin e",6250,
12381,Cosmetica,Velvet Touch Lipstick,cc cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","titanium dioxide, iron oxides, cetearyl alcohol, vitamin e, hyaluronic acid",7653,
12382,BeautyPro,Radiant Glow Blush,cc cream,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","cetearyl alcohol, aloe vera extract, titanium dioxide, mica, water",8349,
12383,LuxeSkin,PureMatte Foundation,cc cream,Buildable coverage and comfortable wear all day. Infused with nourishing ingredients for radiant look.,"mica, water, shea butter, titanium dioxide, niacinamide",4125,
12384,Glamora,SilkySmooth Mascara,cc cream,"High coverage and lightweight feel. Soft, creamy formula suitable for all skin types.","cetyl alcohol, glycerin, titanium dioxide, silica, dimethicone",8697,
12385,ColorMuse,SoftBlend Eyeshadow,cc cream,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","cetyl alcohol, titanium dioxide, shea butter, iron oxides, tocopherol",1625,
12386,SkinTone,HydraWear Concealer,cc cream,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","mica, tocopherol, glycerin, titanium dioxide, aloe vera extract",5161,
12387,FaceCraft,ShineLess Powder,cc cream,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"vitamin e, niacinamide, tocopherol, water, hyaluronic acid",1923,
12388,AuraBeauty,CloudTint Cream Blush,cc cream,Matte effect that lasts all day. Infused with nourishing ingredients for radiant look.,"dimethicone, water, aloe vera extract, tocopherol, silica",7515,
12389,ProLuxe,LashLift Mascara,cc cream,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"shea butter, mica, hyaluronic acid, water, iron oxides",535,
12390,MakeUpArt,NudeBloom Lip Gloss,cc cream,Intense color payoff with easy blendability. Matte effect that lasts all day.,"aloe vera extract, dimethicone, titanium dioxide, mica, iron oxides",4873,
12391,Cosmetica,Velvet Touch Lipstick,cc cream,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"aloe vera extract, niacinamide, mica, panthenol, tocopherol",1855,
12392,BeautyPro,Radiant Glow Blush,cc cream,Long-lasting formula with smooth application. High coverage and lightweight feel.,"silica, panthenol, vitamin e, tocopherol, mica",7361,
12393,LuxeSkin,PureMatte Foundation,cc cream,"Soft, creamy formula suitable for all skin types. Matte effect that lasts all day.","panthenol, silica, cetyl alcohol, tocopherol, shea butter",6248,
12394,Glamora,SilkySmooth Mascara,cc cream,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"cetearyl alcohol, water, dimethicone, panthenol, silica",1690,
12395,ColorMuse,SoftBlend Eyeshadow,cc cream,Moisturizing texture with natural finish. High coverage and lightweight feel.,"cetearyl alcohol, niacinamide, shea butter, tocopherol, iron oxides",6394,
12396,SkinTone,HydraWear Concealer,cc cream,"Long-lasting formula with smooth application. Soft, creamy formula suitable for all skin types.","hyaluronic acid, vitamin e, mica, niacinamide, cetearyl alcohol",569,
12397,FaceCraft,ShineLess Powder,cc cream,Long-lasting formula with smooth application. High coverage and lightweight feel.,"titanium dioxide, iron oxides, vitamin e, water, mica",3679,
12398,AuraBeauty,CloudTint Cream Blush,cc cream,"Soft, creamy formula suitable for all skin types. Long-lasting formula with smooth application.","mica, water, iron oxides, silica, glycerin",2060,
12399,ProLuxe,LashLift Mascara,cc cream,Moisturizing texture with natural finish. Long-lasting formula with smooth application.,"niacinamide, aloe vera extract, dimethicone, shea butter, cetyl alcohol",5941,
12400,MakeUpArt,NudeBloom Lip Gloss,cc cream,Buildable coverage and comfortable wear all day. Intense color payoff with easy blendability.,"aloe vera extract, cetearyl alcohol, iron oxides, titanium dioxide, mica",1292,
12401,Cosmetica,Velvet Touch Lipstick,cc cream,High coverage and lightweight feel. Buildable coverage and comfortable wear all day.,"glycerin, titanium dioxide, cetyl alcohol, hyaluronic acid, tocopherol",1772,
12402,BeautyPro,Radiant Glow Blush,cc cream,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"iron oxides, cetearyl alcohol, cetyl alcohol, glycerin, water",6529,
12403,LuxeSkin,PureMatte Foundation,cc cream,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"cetyl alcohol, titanium dioxide, dimethicone, niacinamide, tocopherol",7335,
12404,Glamora,SilkySmooth Mascara,cc cream,Infused with nourishing ingredients for radiant look. Buildable coverage and comfortable wear all day.,"hyaluronic acid, panthenol, dimethicone, shea butter, mica",4715,
12405,ColorMuse,SoftBlend Eyeshadow,cc cream,Buildable coverage and comfortable wear all day. Long-lasting formula with smooth application.,"aloe vera extract, hyaluronic acid, niacinamide, cetyl alcohol, titanium dioxide",1940,
12406,SkinTone,HydraWear Concealer,cc cream,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"glycerin, aloe vera extract, silica, shea butter, titanium dioxide",1283,
12407,FaceCraft,ShineLess Powder,cc cream,"Soft, creamy formula suitable for all skin types. Moisturizing texture with natural finish.","vitamin e, mica, dimethicone, aloe vera extract, titanium dioxide",2372,
12408,AuraBeauty,CloudTint Cream Blush,cc cream,High coverage and lightweight feel. Buildable coverage and comfortable wear all day.,"dimethicone, panthenol, aloe vera extract, mica, tocopherol",2514,
12409,ProLuxe,LashLift Mascara,cc cream,Infused with nourishing ingredients for radiant look. Long-lasting formula with smooth application.,"cetyl alcohol, hyaluronic acid, cetearyl alcohol, shea butter, mica",4008,
12410,MakeUpArt,NudeBloom Lip Gloss,cc cream,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"vitamin e, cetearyl alcohol, silica, glycerin, cetyl alcohol",2340,
12411,Cosmetica,Velvet Touch Lipstick,cc cream,Infused with nourishing ingredients for radiant look. Matte effect that lasts all day.,"panthenol, titanium dioxide, mica, tocopherol, shea butter",7630,
12412,BeautyPro,Radiant Glow Blush,cc cream,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","iron oxides, titanium dioxide, aloe vera extract, cetyl alcohol, dimethicone",7514,
12413,LuxeSkin,PureMatte Foundation,cc cream,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"hyaluronic acid, titanium dioxide, cetyl alcohol, aloe vera extract, tocopherol",5216,
12414,Glamora,SilkySmooth Mascara,cc cream,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","silica, hyaluronic acid, glycerin, iron oxides, dimethicone",895,
12415,ColorMuse,SoftBlend Eyeshadow,cc cream,Buildable coverage and comfortable wear all day. Long-lasting formula with smooth application.,"glycerin, mica, vitamin e, hyaluronic acid, water",7064,
12416,SkinTone,HydraWear Concealer,cc cream,High coverage and lightweight feel. Buildable coverage and comfortable wear all day.,"dimethicone, vitamin e, titanium dioxide, shea butter, tocopherol",6828,
12417,FaceCraft,ShineLess Powder,cc cream,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","panthenol, silica, water, mica, niacinamide",8266,
12418,AuraBeauty,CloudTint Cream Blush,cc cream,Infused with nourishing ingredients for radiant look. Matte effect that lasts all day.,"tocopherol, shea butter, water, dimethicone, hyaluronic acid",6316,
12419,ProLuxe,LashLift Mascara,cc cream,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","niacinamide, silica, mica, aloe vera extract, cetyl alcohol",8662,
12420,MakeUpArt,NudeBloom Lip Gloss,cc cream,High coverage and lightweight feel. Moisturizing texture with natural finish.,"cetearyl alcohol, water, aloe vera extract, titanium dioxide, mica",6223,
12421,Cosmetica,Velvet Touch Lipstick,cc cream,Infused with nourishing ingredients for radiant look. Long-lasting formula with smooth application.,"vitamin e, titanium dioxide, tocopherol, cetearyl alcohol, aloe vera extract",7524,
12422,BeautyPro,Radiant Glow Blush,cc cream,Matte effect that lasts all day. High coverage and lightweight feel.,"mica, panthenol, hyaluronic acid, niacinamide, silica",691,
12423,LuxeSkin,PureMatte Foundation,cc cream,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"vitamin e, hyaluronic acid, aloe vera extract, iron oxides, tocopherol",1251,
12424,Glamora,SilkySmooth Mascara,cc cream,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","niacinamide, mica, glycerin, water, hyaluronic acid",8025,
12425,ColorMuse,SoftBlend Eyeshadow,cc cream,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","iron oxides, niacinamide, dimethicone, vitamin e, glycerin",5551,
12426,SkinTone,HydraWear Concealer,cc cream,High coverage and lightweight feel. Buildable coverage and comfortable wear all day.,"dimethicone, silica, panthenol, mica, niacinamide",6630,
12427,FaceCraft,ShineLess Powder,cc cream,Intense color payoff with easy blendability. High coverage and lightweight feel.,"silica, vitamin e, cetearyl alcohol, shea butter, tocopherol",7596,
12428,AuraBeauty,CloudTint Cream Blush,cc cream,High coverage and lightweight feel. Buildable coverage and comfortable wear all day.,"panthenol, vitamin e, niacinamide, silica, titanium dioxide",4975,
12429,ProLuxe,LashLift Mascara,cc cream,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","aloe vera extract, vitamin e, shea butter, cetyl alcohol, silica",6922,
12430,MakeUpArt,NudeBloom Lip Gloss,cc cream,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","aloe vera extract, cetearyl alcohol, dimethicone, vitamin e, water",8733,
12431,Cosmetica,Velvet Touch Lipstick,cc cream,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"panthenol, titanium dioxide, water, hyaluronic acid, niacinamide",7966,
12432,BeautyPro,Radiant Glow Blush,cc cream,"Soft, creamy formula suitable for all skin types. Long-lasting formula with smooth application.","tocopherol, iron oxides, hyaluronic acid, cetyl alcohol, dimethicone",990,
12433,LuxeSkin,PureMatte Foundation,cc cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","cetyl alcohol, glycerin, iron oxides, titanium dioxide, aloe vera extract",1908,
12434,Glamora,SilkySmooth Mascara,cc cream,"Long-lasting formula with smooth application. Soft, creamy formula suitable for all skin types.","niacinamide, cetearyl alcohol, tocopherol, iron oxides, mica",4587,
12435,ColorMuse,SoftBlend Eyeshadow,cc cream,Moisturizing texture with natural finish. Buildable coverage and comfortable wear all day.,"glycerin, panthenol, niacinamide, dimethicone, titanium dioxide",2026,
12436,SkinTone,HydraWear Concealer,cc cream,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"cetyl alcohol, tocopherol, aloe vera extract, dimethicone, vitamin e",8057,
12437,FaceCraft,ShineLess Powder,cc cream,Moisturizing texture with natural finish. Intense color payoff with easy blendability.,"hyaluronic acid, titanium dioxide, water, shea butter, glycerin",3274,
12438,AuraBeauty,CloudTint Cream Blush,cc cream,High coverage and lightweight feel. Intense color payoff with easy blendability.,"cetearyl alcohol, niacinamide, panthenol, silica, mica",3244,
12439,ProLuxe,LashLift Mascara,cc cream,High coverage and lightweight feel. Buildable coverage and comfortable wear all day.,"panthenol, mica, vitamin e, tocopherol, iron oxides",1271,
12440,MakeUpArt,NudeBloom Lip Gloss,cc cream,Intense color payoff with easy blendability. Matte effect that lasts all day.,"mica, cetearyl alcohol, cetyl alcohol, vitamin e, water",367,
12441,Cosmetica,Velvet Touch Lipstick,cc cream,Buildable coverage and comfortable wear all day. Infused with nourishing ingredients for radiant look.,"silica, hyaluronic acid, water, iron oxides, titanium dioxide",8195,
12442,BeautyPro,Radiant Glow Blush,cc cream,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","dimethicone, silica, water, titanium dioxide, glycerin",8292,
12443,LuxeSkin,PureMatte Foundation,cc cream,Matte effect that lasts all day. Intense color payoff with easy blendability.,"cetyl alcohol, iron oxides, niacinamide, silica, dimethicone",8318,
12444,Glamora,SilkySmooth Mascara,cc cream,Infused with nourishing ingredients for radiant look. Long-lasting formula with smooth application.,"cetearyl alcohol, hyaluronic acid, vitamin e, dimethicone, niacinamide",8069,
12445,ColorMuse,SoftBlend Eyeshadow,cc cream,Moisturizing texture with natural finish. Buildable coverage and comfortable wear all day.,"vitamin e, titanium dioxide, mica, cetyl alcohol, hyaluronic acid",5697,
12446,SkinTone,HydraWear Concealer,cc cream,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"cetearyl alcohol, panthenol, mica, titanium dioxide, shea butter",3817,
12447,FaceCraft,ShineLess Powder,cc cream,"Long-lasting formula with smooth application. Soft, creamy formula suitable for all skin types.","dimethicone, panthenol, aloe vera extract, water, tocopherol",8905,
12448,AuraBeauty,CloudTint Cream Blush,cc cream,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"dimethicone, glycerin, tocopherol, water, mica",7694,
12449,ProLuxe,LashLift Mascara,cc cream,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","aloe vera extract, dimethicone, panthenol, mica, hyaluronic acid",1824,
12450,MakeUpArt,NudeBloom Lip Gloss,cc cream,Intense color payoff with easy blendability. Long-lasting formula with smooth application.,"cetyl alcohol, iron oxides, shea butter, water, panthenol",8326,
12451,Cosmetica,Velvet Touch Lipstick,cc cream,Long-lasting formula with smooth application. High coverage and lightweight feel.,"iron oxides, dimethicone, cetyl alcohol, niacinamide, glycerin",3590,
12452,BeautyPro,Radiant Glow Blush,cc cream,Intense color payoff with easy blendability. Long-lasting formula with smooth application.,"mica, panthenol, niacinamide, glycerin, aloe vera extract",2493,
12453,LuxeSkin,PureMatte Foundation,cc cream,Buildable coverage and comfortable wear all day. Long-lasting formula with smooth application.,"glycerin, cetearyl alcohol, tocopherol, water, iron oxides",8951,
12454,Glamora,SilkySmooth Mascara,cc cream,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"panthenol, tocopherol, water, vitamin e, dimethicone",498,
12455,ColorMuse,SoftBlend Eyeshadow,cc cream,Moisturizing texture with natural finish. Intense color payoff with easy blendability.,"tocopherol, dimethicone, water, glycerin, silica",344,
12456,SkinTone,HydraWear Concealer,cc cream,Infused with nourishing ingredients for radiant look. High coverage and lightweight feel.,"dimethicone, vitamin e, water, titanium dioxide, cetyl alcohol",1134,
12457,FaceCraft,ShineLess Powder,cc cream,"Soft, creamy formula suitable for all skin types. Moisturizing texture with natural finish.","silica, cetearyl alcohol, vitamin e, aloe vera extract, shea butter",845,
12458,AuraBeauty,CloudTint Cream Blush,cc cream,"Soft, creamy formula suitable for all skin types. Long-lasting formula with smooth application.","titanium dioxide, panthenol, cetyl alcohol, hyaluronic acid, silica",554,
12459,ProLuxe,LashLift Mascara,cc cream,Infused with nourishing ingredients for radiant look. High coverage and lightweight feel.,"panthenol, tocopherol, water, iron oxides, hyaluronic acid",907,
12460,MakeUpArt,NudeBloom Lip Gloss,cc cream,Matte effect that lasts all day. Buildable coverage and comfortable wear all day.,"aloe vera extract, hyaluronic acid, dimethicone, silica, cetyl alcohol",5310,
12461,Cosmetica,Velvet Touch Lipstick,cc cream,Moisturizing texture with natural finish. High coverage and lightweight feel.,"panthenol, vitamin e, iron oxides, tocopherol, hyaluronic acid",1229,
12462,BeautyPro,Radiant Glow Blush,cc cream,Moisturizing texture with natural finish. Buildable coverage and comfortable wear all day.,"shea butter, cetearyl alcohol, silica, titanium dioxide, glycerin",5349,
12463,LuxeSkin,PureMatte Foundation,cc cream,Buildable coverage and comfortable wear all day. Intense color payoff with easy blendability.,"titanium dioxide, hyaluronic acid, vitamin e, cetyl alcohol, iron oxides",6431,
12464,Glamora,SilkySmooth Mascara,cc cream,"Soft, creamy formula suitable for all skin types. Long-lasting formula with smooth application.","titanium dioxide, glycerin, shea butter, panthenol, iron oxides",2934,
12465,ColorMuse,SoftBlend Eyeshadow,cc cream,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"titanium dioxide, panthenol, vitamin e, mica, aloe vera extract",5388,
12466,SkinTone,HydraWear Concealer,cc cream,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"tocopherol, silica, cetyl alcohol, dimethicone, cetearyl alcohol",4775,
12467,FaceCraft,ShineLess Powder,cc cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","shea butter, niacinamide, vitamin e, hyaluronic acid, panthenol",1336,
12468,AuraBeauty,CloudTint Cream Blush,cc cream,Matte effect that lasts all day. Moisturizing texture with natural finish.,"glycerin, tocopherol, aloe vera extract, silica, water",6164,
12469,ProLuxe,LashLift Mascara,cc cream,"Soft, creamy formula suitable for all skin types. Long-lasting formula with smooth application.","cetyl alcohol, glycerin, hyaluronic acid, vitamin e, titanium dioxide",2996,
12470,MakeUpArt,NudeBloom Lip Gloss,cc cream,High coverage and lightweight feel. Moisturizing texture with natural finish.,"cetearyl alcohol, silica, panthenol, iron oxides, tocopherol",2932,
12471,Cosmetica,Velvet Touch Lipstick,cc cream,Matte effect that lasts all day. Intense color payoff with easy blendability.,"water, dimethicone, vitamin e, niacinamide, aloe vera extract",3297,
12472,BeautyPro,Radiant Glow Blush,cc cream,Moisturizing texture with natural finish. Matte effect that lasts all day.,"dimethicone, cetearyl alcohol, silica, tocopherol, aloe vera extract",4506,
12473,LuxeSkin,PureMatte Foundation,cc cream,Intense color payoff with easy blendability. High coverage and lightweight feel.,"titanium dioxide, tocopherol, mica, cetyl alcohol, vitamin e",6612,
12474,Glamora,SilkySmooth Mascara,cc cream,High coverage and lightweight feel. Infused with nourishing ingredients for radiant look.,"cetyl alcohol, dimethicone, water, tocopherol, panthenol",1182,
12475,ColorMuse,SoftBlend Eyeshadow,cc cream,Intense color payoff with easy blendability. High coverage and lightweight feel.,"tocopherol, vitamin e, silica, cetyl alcohol, dimethicone",6667,
12476,SkinTone,HydraWear Concealer,cc cream,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"tocopherol, niacinamide, water, iron oxides, mica",8379,
12477,FaceCraft,ShineLess Powder,cc cream,"Long-lasting formula with smooth application. Soft, creamy formula suitable for all skin types.","cetyl alcohol, tocopherol, titanium dioxide, aloe vera extract, shea butter",4952,
12478,AuraBeauty,CloudTint Cream Blush,cc cream,"Matte effect that lasts all day. Soft, creamy formula suitable for all skin types.","cetearyl alcohol, cetyl alcohol, panthenol, silica, glycerin",6019,
12479,ProLuxe,LashLift Mascara,cc cream,Intense color payoff with easy blendability. Long-lasting formula with smooth application.,"dimethicone, water, aloe vera extract, vitamin e, hyaluronic acid",8323,
12480,MakeUpArt,NudeBloom Lip Gloss,cc cream,Buildable coverage and comfortable wear all day. Long-lasting formula with smooth application.,"titanium dioxide, mica, cetyl alcohol, dimethicone, niacinamide",1295,
12481,Cosmetica,Velvet Touch Lipstick,cc cream,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","iron oxides, tocopherol, cetearyl alcohol, water, mica",855,
12482,BeautyPro,Radiant Glow Blush,cc cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","shea butter, tocopherol, aloe vera extract, glycerin, cetyl alcohol",2183,
12483,LuxeSkin,PureMatte Foundation,cc cream,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"iron oxides, glycerin, aloe vera extract, tocopherol, vitamin e",5750,
12484,Glamora,SilkySmooth Mascara,cc cream,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"cetearyl alcohol, water, titanium dioxide, shea butter, dimethicone",3720,
12485,ColorMuse,SoftBlend Eyeshadow,cc cream,Moisturizing texture with natural finish. Matte effect that lasts all day.,"titanium dioxide, mica, hyaluronic acid, niacinamide, shea butter",7053,
12486,SkinTone,HydraWear Concealer,cc cream,Intense color payoff with easy blendability. Matte effect that lasts all day.,"cetyl alcohol, titanium dioxide, tocopherol, hyaluronic acid, vitamin e",6428,
12487,FaceCraft,ShineLess Powder,cc cream,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"hyaluronic acid, shea butter, mica, aloe vera extract, titanium dioxide",7320,
12488,AuraBeauty,CloudTint Cream Blush,cc cream,Infused with nourishing ingredients for radiant look. Matte effect that lasts all day.,"silica, glycerin, tocopherol, cetyl alcohol, shea butter",1218,
12489,ProLuxe,LashLift Mascara,cc cream,Infused with nourishing ingredients for radiant look. Long-lasting formula with smooth application.,"cetyl alcohol, cetearyl alcohol, silica, niacinamide, dimethicone",2972,
